Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,StudyEfficiency
9,41,1,6,8,40.0,1.2857142857142858
1,69,1,4,0,39.0,0.2
6,48,1,5,0,38.0,1.0
8,66,0,6,1,61.0,1.1428571428571428
3,81,0,4,7,59.0,0.6
9,73,1,4,5,68.0,1.8
2,79,0,8,3,59.0,0.2222222222222222
6,63,1,9,6,55.0,0.6
1,88,0,8,5,63.0,0.1111111111111111
7,56,0,9,8,47.0,0.7
3,68,0,5,5,49.0,0.5
7,75,1,5,1,64.0,1.1666666666666667
4,89,1,5,2,72.0,0.6666666666666666
9,51,0,4,8,46.0,1.8
5,70,1,4,6,55.0,1.0
3,88,1,8,5,73.0,0.3333333333333333
8,48,0,6,4,41.0,1.1428571428571428
6,58,1,9,2,50.0,0.6
2,85,1,9,3,61.0,0.2
8,56,0,9,4,52.0,0.8
7,41,0,7,6,31.0,0.875
6,79,0,5,1,66.0,1.0
1,44,1,9,7,16.0,0.1
9,98,1,8,9,93.0,1.0
3,78,0,9,5,59.0,0.3
5,93,0,4,9,78.0,1.0
7,87,1,8,2,79.0,0.7777777777777778
7,55,1,8,1,50.0,0.7777777777777778
3,56,1,8,7,38.0,0.3333333333333333
4,93,0,7,3,80.0,0.5
7,66,0,7,6,58.0,0.875
8,46,0,9,6,44.0,0.8
2,91,0,5,9,70.0,0.3333333333333333
9,47,1,9,8,45.0,0.9
7,47,0,9,9,40.0,0.7
8,62,0,9,7,57.0,0.8
6,71,1,4,7,61.0,1.2
6,82,0,8,6,72.0,0.6666666666666666
4,57,0,5,4,36.0,0.6666666666666666
5,77,1,5,8,61.0,0.8333333333333334
9,93,1,8,6,90.0,1.0
1,51,1,5,2,22.0,0.16666666666666666
4,54,0,8,5,35.0,0.4444444444444444
7,67,0,5,2,59.0,1.1666666666666667
9,94,0,9,5,89.0,0.9
6,77,0,4,7,66.0,1.2
8,89,0,5,8,88.0,1.3333333333333333
9,95,0,5,1,91.0,1.5
4,70,1,6,5,53.0,0.5714285714285714
1,91,0,4,2,64.0,0.2
8,48,0,9,6,40.0,0.8
2,47,1,4,3,24.0,0.4
1,85,1,4,4,59.0,0.2
7,58,0,5,9,49.0,1.1666666666666667
9,90,1,7,5,85.0,1.125
9,47,0,5,7,47.0,1.5
3,73,1,8,1,54.0,0.3333333333333333
6,96,0,6,3,82.0,0.8571428571428571
7,43,1,4,3,31.0,1.4
9,70,1,8,5,67.0,1.0
2,77,0,9,3,58.0,0.2
8,42,0,8,4,36.0,0.8888888888888888
7,74,1,7,4,66.0,0.875
4,58,1,4,7,39.0,0.8
2,82,1,5,3,61.0,0.3333333333333333
8,68,1,4,5,64.0,1.6
5,49,0,6,6,31.0,0.7142857142857143
6,51,1,4,7,39.0,1.2
7,85,1,8,8,78.0,0.7777777777777778
1,69,0,8,9,43.0,0.1111111111111111
8,69,0,5,7,62.0,1.3333333333333333
4,99,0,5,3,80.0,0.6666666666666666
9,57,0,5,3,51.0,1.5
1,63,0,9,9,40.0,0.1
2,71,0,6,4,48.0,0.2857142857142857
6,48,1,9,2,38.0,0.6
1,86,1,9,1,61.0,0.1
4,63,1,9,1,42.0,0.4
8,65,0,4,8,57.0,1.6
5,42,0,7,7,26.0,0.625
9,62,1,4,5,58.0,1.8
6,50,1,5,8,40.0,1.0
1,49,0,6,4,26.0,0.14285714285714285
6,89,0,9,9,78.0,0.6
6,75,1,4,0,62.0,1.2
6,99,1,8,7,90.0,0.6666666666666666
8,52,1,9,2,50.0,0.8
6,68,1,4,8,57.0,1.2
2,98,0,4,2,74.0,0.4
4,92,1,4,0,74.0,0.8
5,52,1,9,0,40.0,0.5
4,96,0,4,5,81.0,0.8
2,65,1,5,3,45.0,0.3333333333333333
7,59,0,8,9,50.0,0.7777777777777778
2,44,0,6,3,17.0,0.2857142857142857
1,59,1,7,4,31.0,0.125
5,53,1,9,2,40.0,0.5
1,84,0,8,1,61.0,0.1111111111111111
1,53,0,5,9,26.0,0.16666666666666666
1,47,0,8,7,20.0,0.1111111111111111
6,87,1,6,6,73.0,0.8571428571428571
9,52,1,9,9,55.0,0.9
5,54,1,5,1,35.0,0.8333333333333334
9,90,1,9,8,90.0,0.9
9,40,0,5,7,36.0,1.5
1,61,1,9,3,38.0,0.1
8,73,1,7,4,65.0,1.0
1,89,0,6,9,66.0,0.14285714285714285
8,90,1,7,5,88.0,1.0
1,79,1,4,3,53.0,0.2
8,94,0,7,4,90.0,1.0
6,65,0,5,0,50.0,1.0
9,53,1,9,6,49.0,0.9
1,97,1,5,8,71.0,0.16666666666666666
9,80,1,4,2,72.0,1.8
1,47,0,5,5,21.0,0.16666666666666666
3,88,0,9,8,73.0,0.3
1,94,1,9,3,68.0,0.1
3,94,1,7,5,74.0,0.375
2,95,1,6,2,72.0,0.2857142857142857
2,55,1,8,8,38.0,0.2222222222222222
9,81,0,7,6,78.0,1.125
8,60,0,4,6,55.0,1.6
1,49,1,8,3,24.0,0.1111111111111111
4,96,0,5,5,72.0,0.6666666666666666
1,64,0,7,7,38.0,0.125
1,95,1,8,5,73.0,0.1111111111111111
4,77,1,7,5,60.0,0.5
2,61,1,5,3,38.0,0.3333333333333333
3,88,1,9,7,74.0,0.3
9,87,0,7,9,86.0,1.125
2,86,1,4,7,62.0,0.4
4,93,1,8,8,80.0,0.4444444444444444
1,85,1,8,5,62.0,0.1111111111111111
2,43,1,8,1,22.0,0.2222222222222222
5,43,0,7,3,28.0,0.625
1,69,1,5,3,41.0,0.16666666666666666
7,41,1,7,7,34.0,0.875
4,68,0,7,4,52.0,0.5
6,82,1,9,3,71.0,0.6
8,75,1,8,7,68.0,0.8888888888888888
6,60,1,5,2,47.0,1.0
2,99,0,6,1,73.0,0.2857142857142857
1,60,1,5,3,33.0,0.16666666666666666
8,87,1,7,0,83.0,1.0
8,60,1,4,0,48.0,1.6
9,43,0,5,4,39.0,1.5
6,40,1,8,0,29.0,0.6666666666666666
1,65,1,4,3,36.0,0.2
9,95,1,6,7,94.0,1.2857142857142858
3,90,0,6,7,73.0,0.42857142857142855
6,41,0,4,1,28.0,1.2
9,48,1,6,2,49.0,1.2857142857142858
3,94,1,4,2,73.0,0.6
5,96,0,7,0,83.0,0.625
5,84,1,4,2,73.0,1.0
7,57,0,7,7,50.0,0.875
4,87,0,8,5,74.0,0.4444444444444444
4,87,0,8,4,71.0,0.4444444444444444
7,96,1,6,9,92.0,1.0
9,81,0,9,8,78.0,0.9
4,80,0,9,6,64.0,0.4
4,50,1,4,5,37.0,0.8
6,64,1,7,4,49.0,0.75
6,65,1,8,4,53.0,0.6666666666666666
7,97,0,8,9,95.0,0.7777777777777778
1,75,0,8,8,50.0,0.1111111111111111
3,81,1,6,9,62.0,0.42857142857142855
9,74,0,8,5,74.0,1.0
6,77,1,9,3,70.0,0.6
6,42,1,5,3,29.0,1.0
5,98,1,6,3,81.0,0.7142857142857143
3,80,1,4,5,58.0,0.6
5,74,1,5,0,57.0,0.8333333333333334
1,89,0,6,8,61.0,0.14285714285714285
3,79,0,6,1,56.0,0.42857142857142855
4,61,1,7,1,44.0,0.5
5,47,0,5,4,30.0,0.8333333333333334
9,54,0,5,3,53.0,1.5
3,46,0,5,4,21.0,0.5
1,58,0,8,6,35.0,0.1111111111111111
6,79,1,9,9,77.0,0.6
7,81,0,8,1,72.0,0.7777777777777778
8,56,0,9,5,52.0,0.8
1,40,0,4,3,15.0,0.2
4,84,0,9,1,67.0,0.4
5,68,0,4,0,55.0,1.0
2,97,1,9,7,73.0,0.2
1,52,1,4,4,25.0,0.2
8,95,1,8,9,90.0,0.8888888888888888
6,87,1,9,1,74.0,0.6
5,68,1,7,7,53.0,0.625
9,80,0,9,2,79.0,0.9
2,81,0,4,6,59.0,0.4
8,45,1,6,1,40.0,1.1428571428571428
9,44,1,8,6,39.0,1.0
1,73,1,7,3,49.0,0.125
7,50,0,6,9,41.0,1.0
8,48,0,6,0,39.0,1.1428571428571428
3,77,0,8,4,57.0,0.3333333333333333
4,79,0,9,3,66.0,0.4
3,80,0,5,7,59.0,0.5
7,48,0,7,0,40.0,0.875
9,47,1,9,1,47.0,0.9
3,83,0,8,4,65.0,0.3333333333333333
6,97,1,5,9,86.0,1.0
8,79,1,8,9,75.0,0.8888888888888888
6,42,0,8,1,30.0,0.6666666666666666
2,52,0,6,0,26.0,0.2857142857142857
7,58,0,9,5,49.0,0.7
2,73,0,8,9,52.0,0.2222222222222222
2,71,0,9,3,47.0,0.2
2,88,0,5,4,64.0,0.3333333333333333
1,55,0,6,2,28.0,0.14285714285714285
1,75,0,5,9,48.0,0.16666666666666666
7,57,1,5,5,47.0,1.1666666666666667
5,53,1,6,3,37.0,0.7142857142857143
3,69,0,9,5,54.0,0.3
1,41,1,5,4,18.0,0.16666666666666666
6,52,0,4,1,37.0,1.2
1,66,1,9,3,41.0,0.1
9,98,1,8,1,96.0,1.0
2,92,0,6,4,69.0,0.2857142857142857
7,56,0,9,5,48.0,0.7
6,70,1,4,4,59.0,1.2
6,54,1,4,1,39.0,1.2
5,96,0,4,9,80.0,1.0
4,59,1,4,7,38.0,0.8
4,44,0,7,5,26.0,0.5
3,46,1,6,8,27.0,0.42857142857142855
8,57,0,5,2,50.0,1.3333333333333333
7,95,1,6,3,89.0,1.0
9,50,0,6,7,45.0,1.2857142857142858
1,71,0,6,6,42.0,0.14285714285714285
7,89,0,4,7,80.0,1.4
4,66,1,4,8,48.0,0.8
7,65,0,7,7,59.0,0.875
1,76,1,9,7,53.0,0.1
5,84,0,6,5,72.0,0.7142857142857143
3,67,0,8,1,46.0,0.3333333333333333
5,89,0,9,6,75.0,0.5
4,41,1,7,3,25.0,0.5
2,59,1,4,2,36.0,0.4
4,43,1,6,3,24.0,0.5714285714285714
3,52,0,4,3,31.0,0.6
1,63,1,9,2,39.0,0.1
8,87,0,5,8,81.0,1.3333333333333333
4,97,0,4,1,81.0,0.8
5,79,0,7,0,63.0,0.625
3,84,1,9,4,66.0,0.3
5,94,1,8,4,80.0,0.5555555555555556
4,68,0,8,8,52.0,0.4444444444444444
1,97,0,8,3,68.0,0.1111111111111111
3,75,1,6,4,57.0,0.42857142857142855
8,41,0,8,5,37.0,0.8888888888888888
7,80,0,6,9,68.0,1.0
2,57,0,9,6,35.0,0.2
1,88,0,9,8,65.0,0.1
3,47,1,4,5,28.0,0.6
5,97,0,8,0,82.0,0.5555555555555556
1,54,1,7,7,29.0,0.125
3,80,1,9,1,62.0,0.3
3,56,1,5,8,35.0,0.5
5,62,1,5,6,51.0,0.8333333333333334
3,41,0,9,6,22.0,0.3
9,45,0,4,9,42.0,1.8
1,68,0,5,9,45.0,0.16666666666666666
4,66,1,5,4,48.0,0.6666666666666666
4,76,1,4,7,61.0,0.8
1,88,1,4,9,59.0,0.2
2,73,0,4,0,50.0,0.4
1,57,0,7,2,33.0,0.125
6,81,0,4,8,65.0,1.2
3,49,1,4,0,26.0,0.6
7,77,1,4,7,69.0,1.4
5,98,0,9,5,87.0,0.5
9,83,1,8,9,85.0,1.0
7,56,1,9,4,46.0,0.7
4,98,0,8,5,82.0,0.4444444444444444
5,52,1,7,4,36.0,0.625
5,91,1,7,8,77.0,0.625
5,99,0,5,1,85.0,0.8333333333333334
9,87,1,9,9,85.0,0.9
3,81,1,8,5,62.0,0.3333333333333333
6,66,1,7,3,54.0,0.75
8,92,1,7,2,89.0,1.0
9,41,0,9,4,35.0,0.9
7,73,0,5,1,65.0,1.1666666666666667
3,70,1,4,2,52.0,0.6
1,62,0,6,6,37.0,0.14285714285714285
4,46,0,5,0,27.0,0.6666666666666666
6,77,0,6,1,60.0,0.8571428571428571
3,72,1,5,2,52.0,0.5
1,51,1,5,9,28.0,0.16666666666666666
6,84,0,4,6,72.0,1.2
1,51,0,7,3,23.0,0.125
9,58,0,8,7,59.0,1.0
1,48,0,5,7,20.0,0.16666666666666666
6,49,1,4,0,38.0,1.2
1,56,0,6,4,31.0,0.14285714285714285
7,89,1,9,0,81.0,0.7
3,79,1,9,6,66.0,0.3
6,78,1,7,3,68.0,0.75
7,80,1,9,7,75.0,0.7
1,49,1,5,7,24.0,0.16666666666666666
1,51,1,6,8,26.0,0.14285714285714285
5,54,1,5,5,39.0,0.8333333333333334
6,70,0,9,6,61.0,0.6
9,54,1,8,6,52.0,1.0
1,67,0,9,4,38.0,0.1
4,43,0,8,6,25.0,0.4444444444444444
8,75,0,9,8,73.0,0.8
9,94,0,7,3,93.0,1.125
3,40,0,6,1,16.0,0.42857142857142855
2,97,1,8,7,75.0,0.2222222222222222
4,83,1,4,6,64.0,0.8
2,96,0,7,5,77.0,0.25
1,73,0,5,6,44.0,0.16666666666666666
3,86,0,9,2,66.0,0.3
7,56,1,6,5,48.0,1.0
1,78,0,6,9,50.0,0.14285714285714285
2,77,1,9,6,56.0,0.2
1,83,1,4,6,55.0,0.2
8,90,0,8,4,83.0,0.8888888888888888
5,72,1,9,2,58.0,0.5
8,99,1,6,1,93.0,1.1428571428571428
3,60,1,4,6,38.0,0.6
7,65,0,4,3,55.0,1.4
8,85,0,5,1,80.0,1.3333333333333333
6,75,0,4,7,64.0,1.2
7,44,0,7,1,37.0,0.875
2,72,0,6,5,49.0,0.2857142857142857
8,40,0,7,3,33.0,1.0
5,92,0,4,8,78.0,1.0
7,45,0,4,4,31.0,1.4
1,76,1,7,3,53.0,0.125
5,41,0,5,7,25.0,0.8333333333333334
1,96,1,4,2,69.0,0.2
8,92,1,7,8,89.0,1.0
4,98,0,7,7,80.0,0.5
4,98,1,6,7,80.0,0.5714285714285714
2,44,1,5,9,22.0,0.3333333333333333
5,65,0,8,4,52.0,0.5555555555555556
1,80,1,7,0,59.0,0.125
9,90,0,6,9,88.0,1.2857142857142858
5,92,1,8,8,81.0,0.5555555555555556
6,86,1,6,1,79.0,0.8571428571428571
2,52,0,6,0,28.0,0.2857142857142857
1,51,1,9,5,28.0,0.1
4,44,1,5,0,19.0,0.6666666666666666
7,41,0,4,9,31.0,1.4
6,98,0,5,9,87.0,1.0
1,43,1,8,9,17.0,0.1111111111111111
1,98,1,9,6,75.0,0.1
8,66,0,5,6,61.0,1.3333333333333333
4,89,1,4,0,72.0,0.8
7,49,0,5,4,36.0,1.1666666666666667
8,52,0,5,2,45.0,1.3333333333333333
7,83,1,7,1,74.0,0.875
2,41,1,7,4,17.0,0.25
4,65,1,5,4,47.0,0.6666666666666666
1,54,0,4,1,25.0,0.2
9,85,1,4,5,81.0,1.8
3,96,0,4,6,74.0,0.6
3,49,1,4,0,30.0,0.6
9,61,0,9,2,59.0,0.9
3,79,0,9,3,60.0,0.3
8,64,1,6,1,58.0,1.1428571428571428
2,54,0,5,9,28.0,0.3333333333333333
3,52,1,5,4,33.0,0.5
2,47,1,6,3,30.0,0.2857142857142857
1,60,1,4,1,31.0,0.2
2,60,1,8,0,36.0,0.2222222222222222
8,61,1,8,7,56.0,0.8888888888888888
9,85,0,6,1,82.0,1.2857142857142858
2,72,1,8,3,50.0,0.2222222222222222
7,84,0,7,9,76.0,0.875
5,66,1,5,4,52.0,0.8333333333333334
3,79,0,8,1,60.0,0.3333333333333333
9,89,0,9,9,91.0,0.9
6,61,1,9,8,52.0,0.6
1,69,0,7,1,43.0,0.125
5,48,1,5,5,32.0,0.8333333333333334
7,84,1,7,6,77.0,0.875
4,74,1,5,5,55.0,0.6666666666666666
8,57,0,5,3,52.0,1.3333333333333333
5,81,0,8,0,68.0,0.5555555555555556
9,44,0,9,1,41.0,0.9
9,66,0,6,9,63.0,1.2857142857142858
9,96,1,8,9,99.0,1.0
1,45,1,4,5,17.0,0.2
2,71,0,7,7,47.0,0.25
3,47,0,4,2,24.0,0.6
4,95,1,5,6,80.0,0.6666666666666666
9,78,0,8,8,79.0,1.0
6,60,1,4,3,49.0,1.2
1,57,0,4,6,27.0,0.2
9,53,0,9,6,51.0,0.9
6,54,0,4,9,41.0,1.2
4,81,1,9,8,67.0,0.4
4,65,1,9,2,48.0,0.4
3,92,0,5,0,72.0,0.5
7,83,0,9,7,75.0,0.7
3,71,0,5,3,48.0,0.5
2,78,0,9,1,58.0,0.2
8,67,0,9,4,62.0,0.8
4,99,0,5,3,83.0,0.6666666666666666
8,78,0,4,0,68.0,1.6
1,82,0,7,6,55.0,0.125
5,71,1,8,3,55.0,0.5555555555555556
9,52,1,8,7,49.0,1.0
1,54,1,5,8,27.0,0.16666666666666666
4,57,1,4,7,38.0,0.8
6,78,0,7,0,66.0,0.75
8,45,1,6,7,37.0,1.1428571428571428
3,94,1,5,4,72.0,0.5
5,50,0,6,0,34.0,0.7142857142857143
7,71,1,8,8,68.0,0.7777777777777778
1,79,1,8,8,56.0,0.1111111111111111
7,59,1,7,6,52.0,0.875
8,72,1,7,6,67.0,1.0
8,79,1,6,0,69.0,1.1428571428571428
9,47,0,8,8,45.0,1.0
6,90,0,7,0,76.0,0.75
6,74,0,7,6,65.0,0.75
2,44,1,8,8,26.0,0.2222222222222222
3,74,1,8,8,54.0,0.3333333333333333
4,86,1,4,4,68.0,0.8
4,53,0,9,5,34.0,0.4
8,60,1,7,1,56.0,1.0
1,86,1,6,1,63.0,0.14285714285714285
4,56,1,5,8,40.0,0.6666666666666666
3,73,0,9,9,56.0,0.3
5,51,1,6,4,36.0,0.7142857142857143
6,55,0,4,6,41.0,1.2
9,43,0,7,9,43.0,1.125
9,64,0,4,5,61.0,1.8
9,73,1,6,5,69.0,1.2857142857142858
1,67,0,4,5,44.0,0.2
9,85,0,8,7,82.0,1.0
8,50,1,5,6,48.0,1.3333333333333333
2,52,0,8,4,27.0,0.2222222222222222
1,70,0,7,9,45.0,0.125
1,99,0,8,1,75.0,0.1111111111111111
6,64,1,6,9,54.0,0.8571428571428571
9,78,1,6,5,76.0,1.2857142857142858
7,49,0,7,9,44.0,0.875
5,63,1,7,4,50.0,0.625
2,40,1,5,3,17.0,0.3333333333333333
1,92,1,4,9,66.0,0.2
2,64,0,5,4,42.0,0.3333333333333333
1,67,0,8,8,42.0,0.1111111111111111
3,75,1,4,1,56.0,0.6
6,57,0,7,5,48.0,0.75
8,45,1,6,8,40.0,1.1428571428571428
3,41,1,8,9,24.0,0.3333333333333333
9,42,0,5,4,38.0,1.5
5,85,1,9,5,73.0,0.5
7,47,1,9,9,40.0,0.7
8,70,1,7,3,62.0,1.0
2,89,1,4,0,68.0,0.4
5,45,0,6,0,30.0,0.7142857142857143
1,53,1,7,9,31.0,0.125
2,42,0,7,3,15.0,0.25
9,87,1,8,9,89.0,1.0
7,40,1,8,2,33.0,0.7777777777777778
6,83,0,4,4,72.0,1.2
9,69,0,9,9,64.0,0.9
7,85,1,9,7,78.0,0.7
5,58,1,5,0,40.0,0.8333333333333334
9,93,1,4,4,91.0,1.8
6,58,1,9,4,49.0,0.6
6,48,1,8,1,38.0,0.6666666666666666
4,46,0,8,4,28.0,0.4444444444444444
1,85,0,8,7,62.0,0.1111111111111111
5,76,1,4,9,62.0,1.0
9,89,0,7,6,89.0,1.125
8,80,0,5,1,74.0,1.3333333333333333
8,92,1,5,5,85.0,1.3333333333333333
5,46,0,8,9,33.0,0.5555555555555556
9,48,1,6,0,41.0,1.2857142857142858
3,43,0,4,9,24.0,0.6
3,64,0,9,9,47.0,0.3
1,88,0,9,2,65.0,0.1
9,51,0,7,5,50.0,1.125
6,45,0,8,8,35.0,0.6666666666666666
2,57,1,6,0,30.0,0.2857142857142857
8,79,0,8,5,76.0,0.8888888888888888
9,60,1,6,1,55.0,1.2857142857142858
9,54,0,5,8,49.0,1.5
2,42,0,6,1,19.0,0.2857142857142857
2,41,0,5,2,15.0,0.3333333333333333
7,95,1,5,1,86.0,1.1666666666666667
4,94,0,4,3,77.0,0.8
8,79,1,7,9,77.0,1.0
2,98,1,7,0,74.0,0.25
3,43,1,6,7,23.0,0.42857142857142855
5,71,0,4,4,56.0,1.0
3,41,0,7,7,18.0,0.375
7,85,0,8,5,76.0,0.7777777777777778
7,68,0,7,1,57.0,0.875
2,41,1,4,6,13.0,0.4
7,73,1,5,9,64.0,1.1666666666666667
6,66,0,5,8,54.0,1.0
9,99,1,5,6,97.0,1.5
9,93,1,4,4,89.0,1.8
2,78,1,5,3,53.0,0.3333333333333333
7,83,0,5,7,74.0,1.1666666666666667
5,77,1,4,5,61.0,1.0
6,57,0,8,4,41.0,0.6666666666666666
1,75,0,7,6,48.0,0.125
7,58,0,4,2,48.0,1.4
6,66,1,4,8,54.0,1.2
4,84,1,6,3,67.0,0.5714285714285714
1,59,1,5,3,34.0,0.16666666666666666
9,60,1,9,7,60.0,0.9
4,62,0,8,5,46.0,0.4444444444444444
2,69,0,9,0,45.0,0.2
8,64,0,6,1,56.0,1.1428571428571428
2,70,1,8,8,49.0,0.2222222222222222
5,66,1,5,5,49.0,0.8333333333333334
6,73,1,9,6,65.0,0.6
8,47,0,5,8,39.0,1.3333333333333333
1,58,0,5,2,33.0,0.16666666666666666
1,80,1,7,4,55.0,0.125
4,65,0,8,4,50.0,0.4444444444444444
5,67,0,8,9,52.0,0.5555555555555556
9,43,1,6,6,43.0,1.2857142857142858
7,70,1,4,1,58.0,1.4
7,55,0,5,3,45.0,1.1666666666666667
8,90,1,5,3,81.0,1.3333333333333333
5,49,0,9,7,36.0,0.5
5,77,1,6,9,64.0,0.7142857142857143
1,87,0,8,2,57.0,0.1111111111111111
9,49,1,7,1,46.0,1.125
6,84,1,8,8,76.0,0.6666666666666666
9,48,1,7,3,43.0,1.125
3,78,0,7,8,58.0,0.375
5,75,0,8,5,61.0,0.5555555555555556
2,90,1,9,0,72.0,0.2
5,97,0,5,2,82.0,0.8333333333333334
8,75,0,7,6,69.0,1.0
2,58,1,9,8,35.0,0.2
8,99,1,6,7,91.0,1.1428571428571428
4,58,1,6,4,40.0,0.5714285714285714
1,51,0,7,7,26.0,0.125
5,52,1,5,1,34.0,0.8333333333333334
1,64,0,7,2,35.0,0.125
7,75,0,6,7,67.0,1.0
8,64,0,6,8,60.0,1.1428571428571428
3,67,1,8,9,48.0,0.3333333333333333
3,81,1,5,7,62.0,0.5
7,92,0,8,3,84.0,0.7777777777777778
4,78,0,9,5,67.0,0.4
3,69,1,9,4,50.0,0.3
8,44,1,9,3,42.0,0.8
3,56,1,4,8,37.0,0.6
7,57,1,9,9,50.0,0.7
2,82,1,7,2,61.0,0.25
1,86,1,8,0,61.0,0.1111111111111111
6,60,1,9,6,48.0,0.6
8,61,1,5,9,56.0,1.3333333333333333
1,78,1,9,7,54.0,0.1
9,89,0,7,2,86.0,1.125
3,97,1,7,2,77.0,0.375
3,96,1,7,5,77.0,0.375
4,45,0,7,1,25.0,0.5
1,89,1,7,5,67.0,0.125
9,55,1,5,4,51.0,1.5
3,41,0,4,6,20.0,0.6
4,90,1,6,8,74.0,0.5714285714285714
1,40,0,4,8,12.0,0.2
4,96,0,6,0,78.0,0.5714285714285714
1,69,1,8,6,48.0,0.1111111111111111
5,97,0,7,2,79.0,0.625
5,82,0,8,3,66.0,0.5555555555555556
7,91,0,8,1,82.0,0.7777777777777778
8,76,0,6,0,67.0,1.1428571428571428
4,87,1,5,9,75.0,0.6666666666666666
7,62,0,7,2,52.0,0.875
4,40,0,9,9,25.0,0.4
3,58,1,8,8,39.0,0.3333333333333333
6,85,0,4,0,66.0,1.2
4,42,1,7,2,24.0,0.5
3,41,0,5,4,17.0,0.5
9,95,1,7,2,93.0,1.125
5,76,0,9,3,62.0,0.5
7,56,1,9,3,47.0,0.7
6,67,0,8,0,55.0,0.6666666666666666
5,57,1,4,5,41.0,1.0
7,72,1,8,6,67.0,0.7777777777777778
2,61,1,6,5,42.0,0.2857142857142857
3,80,1,9,6,64.0,0.3
2,66,0,4,2,42.0,0.4
3,94,0,9,4,77.0,0.3
1,76,1,5,6,52.0,0.16666666666666666
8,71,1,5,9,62.0,1.3333333333333333
2,84,0,8,9,60.0,0.2222222222222222
8,58,1,9,1,49.0,0.8
6,67,0,8,5,54.0,0.6666666666666666
7,67,1,9,6,61.0,0.7
1,95,1,8,1,67.0,0.1111111111111111
7,49,1,6,9,42.0,1.0
3,59,0,7,7,43.0,0.375
8,64,1,7,4,58.0,1.0
6,60,0,8,7,50.0,0.6666666666666666
4,53,0,8,2,34.0,0.4444444444444444
8,61,0,6,1,51.0,1.1428571428571428
9,92,0,7,6,89.0,1.125
2,65,1,6,4,41.0,0.2857142857142857
6,83,1,5,4,70.0,1.0
5,50,0,9,7,35.0,0.5
5,94,1,7,8,79.0,0.625
3,46,0,8,7,26.0,0.3333333333333333
8,56,1,4,9,46.0,1.6
8,57,1,5,1,51.0,1.3333333333333333
5,46,1,9,9,30.0,0.5
8,95,1,4,6,88.0,1.6
8,59,1,6,4,55.0,1.1428571428571428
3,77,1,9,6,60.0,0.3
2,50,0,6,2,26.0,0.2857142857142857
9,83,1,6,3,85.0,1.2857142857142858
2,97,1,8,6,76.0,0.2222222222222222
9,55,1,6,1,53.0,1.2857142857142858
4,90,0,4,1,70.0,0.8
2,94,1,5,0,64.0,0.3333333333333333
1,66,1,8,0,41.0,0.1111111111111111
4,90,1,5,0,73.0,0.6666666666666666
9,50,0,6,5,47.0,1.2857142857142858
9,55,1,7,4,49.0,1.125
4,62,0,9,9,53.0,0.4
9,99,0,8,7,95.0,1.0
6,98,1,6,4,87.0,0.8571428571428571
1,51,1,8,0,26.0,0.1111111111111111
6,98,0,7,7,89.0,0.75
9,79,0,4,5,73.0,1.8
2,42,1,4,7,19.0,0.4
6,41,1,9,1,33.0,0.6
2,99,0,4,9,75.0,0.4
4,77,0,7,7,59.0,0.5
8,87,0,5,5,79.0,1.3333333333333333
7,91,0,7,0,82.0,0.875
9,63,1,7,0,58.0,1.125
1,86,1,4,4,59.0,0.2
2,85,0,8,6,63.0,0.2222222222222222
6,73,0,9,3,60.0,0.6
7,59,1,5,9,55.0,1.1666666666666667
3,57,1,8,4,38.0,0.3333333333333333
7,57,1,6,2,48.0,1.0
6,41,0,5,1,24.0,1.0
6,40,1,8,1,27.0,0.6666666666666666
1,59,1,5,4,34.0,0.16666666666666666
5,73,1,5,3,59.0,0.8333333333333334
3,80,0,4,1,60.0,0.6
7,80,0,8,4,75.0,0.7777777777777778
3,87,1,4,9,67.0,0.6
5,50,0,4,8,36.0,1.0
7,66,0,9,7,60.0,0.7
3,62,1,4,8,43.0,0.6
2,77,0,7,8,52.0,0.25
6,83,1,6,7,73.0,0.8571428571428571
8,42,1,6,8,36.0,1.1428571428571428
4,51,1,7,3,37.0,0.5
9,69,0,5,7,66.0,1.5
7,62,0,8,8,54.0,0.7777777777777778
7,40,0,8,8,31.0,0.7777777777777778
3,80,0,4,2,59.0,0.6
6,59,0,8,5,49.0,0.6666666666666666
5,93,1,8,6,80.0,0.5555555555555556
1,45,1,8,2,19.0,0.1111111111111111
3,50,0,6,4,27.0,0.42857142857142855
1,74,1,7,0,51.0,0.125
4,43,0,9,2,25.0,0.4
3,68,0,5,7,48.0,0.5
4,98,1,7,2,82.0,0.5
3,90,1,5,8,70.0,0.5
6,68,0,5,5,57.0,1.0
6,77,0,7,6,69.0,0.75
7,40,0,7,5,32.0,0.875
9,79,0,7,7,78.0,1.125
7,47,1,9,6,41.0,0.7
8,77,0,9,0,71.0,0.8
5,56,1,4,2,44.0,1.0
9,58,0,6,2,57.0,1.2857142857142858
5,72,0,9,2,57.0,0.5
5,54,0,6,3,41.0,0.7142857142857143
2,84,0,8,0,62.0,0.2222222222222222
3,70,0,4,1,48.0,0.6
9,60,0,5,4,59.0,1.5
7,42,1,7,5,34.0,0.875
1,41,0,8,8,17.0,0.1111111111111111
3,74,1,5,1,54.0,0.5
2,80,0,6,8,55.0,0.2857142857142857
1,98,1,5,6,73.0,0.16666666666666666
9,55,1,7,8,50.0,1.125
